Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,DeMar DeRozan,32,PF,5,5,203,13.4,.481,.095,.316,0.5,14.0,6.7,20.9,2.1,1.0,9.2,25.7,-0.2,0.3,0.1,.019,-1.3,0.5,-0.8,0.1,
2,Nikola Vučević,31,C,5,5,181,17.6,.520,.462,.055,7.2,28.9,17.2,16.5,0.5,3.2,7.9,24.5,0.0,0.3,0.3,.075,3.0,1.0,4.0,0.3,
3,Zach LaVine,26,SG,4,4,153,13.8,.553,.381,.238,0.0,15.0,6.9,27.0,0.9,0.6,14.7,23.4,0.0,0.2,0.1,.045,1.3,0.6,1.8,0.1,
4,Patrick Williams,20,PF,5,5,153,11.3,.569,.447,.234,3.6,15.0,8.8,4.3,1.6,1.9,11.9,16.9,0.0,0.2,0.2,.061,-2.3,0.7,-1.6,0.0,
5,Alex Caruso,27,SG,4,4,113,12.4,.543,.783,.000,1.6,8.7,4.9,22.2,2.1,3.5,4.2,9.3,0.1,0.2,0.3,.128,-0.6,3.9,3.3,0.2,
6,Coby White,21,PG,5,0,98,6.5,.445,.644,.111,0.0,18.9,8.7,15.2,0.5,0.0,11.3,23.8,-0.2,0.1,-0.2,-0.078,-3.2,-1.3,-4.5,-0.1,
7,Ayo Dosunmu,22,SG,5,1,86,6.0,.378,.500,.038,4.3,11.4,7.6,19.2,0.6,0.0,10.2,15.0,-0.1,0.1,-0.1,-0.029,-3.9,-1.4,-5.3,-0.1,
8,Javonte Green,28,SF,5,1,72,4.1,.196,.353,.118,10.3,10.6,10.4,3.9,6.0,0.0,18.3,13.3,-0.3,0.2,-0.1,-0.075,-7.8,1.5,-6.3,-0.1,
9,Derrick Jones Jr.,24,PF,5,0,59,6.0,.519,.647,.176,4.7,7.4,5.9,5.3,0.8,0.0,14.1,15.8,0.0,0.0,0.0,.002,-4.7,-1.1,-5.8,-0.1,
10,Tristan Thompson,30,C,5,0,38,-0.6,.400,.000,.000,4.9,17.2,10.5,7.5,1.3,0.0,50.0,11.5,-0.1,0.0,-0.1,-0.115,-9.8,-0.1,-9.9,-0.1,
11,Troy Brown Jr.,22,SF,3,0,37,3.6,.353,.647,.000,2.5,20.6,10.8,13.0,2.6,0.0,15.0,23.7,-0.2,0.1,-0.1,-0.157,-6.2,-0.8,-7.0,0.0,
12,Tony Bradley,24,C,2,0,8,58.6,1.000,.000,.000,0.0,54.5,25.1,93.8,0.0,0.0,0.0,27.4,0.1,0.0,0.1,.513,25.5,10.6,36.1,0.1,
