Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Doug Christie,30,SG,81,81,2939,14.8,.538,.317,.396,3.6,9.3,6.5,14.6,3.2,1.0,14.3,16.2,4.3,4.4,8.7,.141,0.0,2.3,2.3,3.2,DPOY-4
2,Peja Stojaković,23,SF,75,75,2905,18.4,.576,.303,.262,3.5,12.3,8.0,9.6,1.6,0.3,9.9,22.4,6.8,3.3,10.1,.168,2.8,-0.3,2.5,3.2,
3,Chris Webber,27,PF,70,70,2836,24.7,.516,.017,.282,7.0,22.1,14.8,20.6,1.7,2.8,9.6,31.6,5.8,5.2,11.0,.186,4.0,1.4,5.5,5.3,"MVP-4,AS,NBA1"
4,Vlade Divac,32,C,81,81,2420,17.7,.536,.019,.464,9.5,20.2,15.0,15.2,1.8,2.6,17.4,20.1,3.1,4.3,7.4,.147,0.3,1.6,1.9,2.4,AS
5,Jason Williams,25,PG,77,77,2290,12.8,.498,.451,.110,0.9,7.6,4.4,27.6,2.1,0.3,18.1,17.0,1.3,2.4,3.8,.079,-0.4,-0.2,-0.6,0.8,
6,Scot Pollard,25,C,77,8,1658,15.0,.530,.005,.433,11.5,18.5,15.1,4.2,1.5,3.9,12.3,14.3,2.5,2.9,5.4,.157,-1.2,0.9,-0.3,0.7,
7,Bobby Jackson,27,PG,79,7,1648,13.1,.501,.198,.167,5.0,11.0,8.0,15.3,2.7,0.3,15.4,17.9,0.9,2.3,3.1,.091,-1.2,1.3,0.1,0.9,6MOY-4
8,Hedo Türkoğlu,21,SF,74,7,1245,11.7,.509,.257,.334,4.4,13.6,9.1,8.3,2.1,1.3,12.5,15.6,1.0,1.8,2.8,.106,-2.0,1.1,-0.9,0.4,
9,Jon Barry,31,SG,62,2,1010,12.4,.550,.518,.286,1.8,8.1,5.0,19.0,1.4,0.4,15.6,14.9,1.5,0.9,2.4,.114,-0.1,0.1,0.1,0.5,
10,Lawrence Funderburke,30,PF,59,2,698,16.1,.522,.000,.318,11.7,18.3,15.1,4.0,0.7,1.2,10.4,19.5,1.0,0.9,1.9,.129,0.0,-1.7,-1.8,0.0,
11,Darrick Martin,29,PG,31,0,176,17.0,.563,.355,.461,1.3,8.3,4.9,12.9,2.0,0.0,9.9,25.4,0.5,0.2,0.7,.182,-0.4,-0.4,-0.8,0.0,
12,Nick Anderson,33,SG,21,0,169,6.4,.333,.684,.000,2.0,13.7,8.0,11.0,3.0,1.6,10.9,16.7,-0.3,0.3,0.0,-0.011,-4.6,1.4,-3.2,-0.1,
13,Jabari Smith,23,C,9,0,66,14.7,.528,.000,.273,1.7,11.1,6.5,14.8,3.1,0.0,10.9,18.5,0.1,0.1,0.2,.126,-2.3,0.4,-1.9,0.0,
14,Art Long,28,PF,9,0,20,-3.6,.000,.000,.500,11.1,31.5,21.5,6.4,0.0,10.0,29.1,15.2,-0.1,0.1,-0.1,-0.214,-15.4,1.6,-13.8,-0.1,
