Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Kevin Durant,25,SF,81,81,3122,29.8,.635,.291,.477,2.2,18.6,10.8,26.7,1.7,1.5,12.2,33.0,14.8,4.4,19.2,.295,8.8,1.4,10.2,9.6,"MVP-1,AS,NBA1"
2,Serge Ibaka,24,PF,81,81,2666,19.6,.576,.061,.203,10.0,19.6,15.0,5.2,0.7,6.7,10.3,19.8,5.2,4.4,9.6,.173,1.1,0.6,1.7,2.5,DPOY-4
3,Reggie Jackson,23,PG,80,36,2277,15.4,.527,.267,.193,2.2,12.8,7.8,23.1,1.9,0.3,14.5,22.6,2.3,2.6,4.9,.104,0.4,-0.3,0.1,1.2,6MOY-5
4,Thabo Sefolosha,29,SG,61,61,1584,10.4,.517,.447,.203,3.7,11.5,7.8,8.3,2.5,0.9,12.9,11.9,0.9,2.1,3.0,.092,-1.2,1.5,0.3,0.9,
5,Jeremy Lamb,21,SG,78,0,1538,13.4,.522,.406,.105,2.1,11.3,6.9,11.8,1.8,1.4,8.7,20.1,1.4,1.8,3.3,.102,-0.1,0.2,0.1,0.8,
6,Derek Fisher,39,SG,81,0,1428,10.1,.542,.634,.197,1.0,8.3,4.8,11.6,2.5,0.2,11.1,13.7,1.4,1.7,3.1,.103,-1.8,1.2,-0.6,0.5,
7,Russell Westbrook,25,PG,46,46,1412,24.7,.545,.271,.370,4.6,15.9,10.5,40.2,3.1,0.4,16.1,34.4,3.0,2.3,5.2,.178,4.8,0.7,5.5,2.7,
8,Nick Collison,33,PF,81,0,1353,11.8,.599,.071,.386,10.2,14.1,12.2,10.9,1.1,1.7,20.1,11.6,2.0,1.6,3.6,.128,-1.3,0.5,-0.9,0.4,
9,Kendrick Perkins,29,C,62,62,1207,6.3,.474,.005,.347,8.0,19.9,14.2,7.6,1.1,2.2,28.8,11.5,-0.9,1.7,0.8,.031,-5.0,0.7,-4.2,-0.7,
10,Steven Adams,20,C,81,20,1197,11.2,.541,.000,.735,14.1,17.1,15.6,4.9,1.7,3.9,22.5,11.7,0.9,1.9,2.9,.114,-3.1,0.9,-2.2,-0.1,ROY-7
11,Perry Jones,22,PF,62,7,764,10.1,.541,.337,.232,4.3,12.1,8.4,4.9,0.9,2.0,9.5,12.8,0.7,0.8,1.5,.094,-1.2,-0.2,-1.4,0.1,
12,Caron Butler,33,SF,22,0,598,11.9,.548,.548,.102,1.0,11.9,6.7,6.4,2.0,0.8,4.0,15.0,0.9,0.7,1.6,.127,0.2,0.5,0.7,0.4,
13,Andre Roberson,22,SG,40,16,399,9.0,.518,.191,.147,10.7,15.6,13.3,5.2,2.4,2.0,20.8,10.1,0.2,0.6,0.8,.099,-3.8,1.4,-2.4,0.0,
14,Hasheem Thabeet,26,C,23,0,192,2.6,.536,.000,.217,5.6,17.4,11.7,0.7,1.0,3.8,35.7,9.0,-0.2,0.3,0.0,.012,-8.1,0.7,-7.3,-0.3,
15,Ryan Gomes,31,SF,5,0,34,0.2,.375,.250,.000,0.0,12.7,6.6,4.1,0.0,0.0,11.1,11.7,-0.1,0.0,0.0,-0.039,-7.5,-1.3,-8.8,-0.1,
16,Reggie Williams,27,SF,3,0,17,16.4,.611,.333,.000,0.0,0.0,0.0,11.5,3.0,0.0,18.2,28.7,0.0,0.0,0.0,.034,-0.9,-1.5,-2.4,0.0,
17,Mustafa Shakur,29,PG,3,0,11,-8.8,.129,.333,.667,0.0,0.0,0.0,45.1,0.0,0.0,34.0,23.7,-0.1,0.0,-0.1,-0.347,-12.0,-6.6,-18.6,0.0,
18,Royal Ivey,32,SG,2,0,5,-16.5,.000,.500,.000,0.0,21.5,11.3,0.0,0.0,0.0,0.0,17.7,0.0,0.0,0.0,-0.362,-21.7,-6.1,-27.7,0.0,
