Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Paul Pierce,34,SF,61,61,2075,19.6,.567,.307,.387,2.2,15.2,9.0,24.3,1.8,1.0,14.2,28.1,3.3,3.7,7.0,.161,3.0,1.1,4.2,3.2,AS
2,Rajon Rondo,25,PG,53,53,1957,17.5,.483,.073,.316,3.9,11.2,7.7,52.5,2.6,0.1,22.8,20.7,1.5,3.4,4.9,.121,1.5,0.6,2.2,2.1,"MVP-8,AS,NBA3"
3,Brandon Bass,26,PF,59,39,1868,14.1,.524,.000,.258,6.3,16.3,11.5,5.1,1.0,2.2,8.5,19.8,1.5,3.2,4.7,.122,-1.3,0.3,-1.0,0.5,
4,Kevin Garnett,35,C,60,60,1864,20.4,.550,.012,.243,4.4,25.8,15.6,17.9,1.6,2.5,11.1,24.9,2.6,4.3,6.9,.178,1.8,2.5,4.3,2.9,DPOY-5
5,Ray Allen,36,SG,46,42,1565,14.8,.607,.475,.215,1.1,9.2,5.3,11.8,1.7,0.4,11.2,18.6,2.5,2.2,4.7,.145,1.5,0.7,2.2,1.6,
6,Avery Bradley,21,PG,64,28,1368,11.3,.555,.134,.194,3.1,6.7,5.0,10.8,1.7,0.7,14.7,17.9,0.6,1.9,2.4,.085,-2.3,0.7,-1.7,0.1,DPOY-14
7,Mickaël Piétrus,29,SG,42,6,921,8.5,.509,.674,.115,2.4,13.7,8.3,4.4,1.2,0.8,10.4,16.5,-0.2,1.4,1.2,.063,-2.1,0.3,-1.8,0.0,
8,Greg Stiemsma,26,C,55,3,766,13.6,.579,.000,.339,7.7,19.0,13.6,5.6,2.6,8.5,19.2,10.8,0.6,2.2,2.7,.170,-4.0,5.5,1.4,0.7,
9,Keyon Dooling,31,SG,46,2,662,6.9,.515,.497,.190,0.6,6.1,3.5,12.1,1.0,0.2,16.1,15.3,-0.2,0.8,0.6,.042,-3.8,-0.5,-4.3,-0.4,
10,Jermaine O'Neal,33,C,25,24,570,9.4,.468,.000,.258,8.0,19.4,14.0,2.7,0.7,5.8,13.6,13.0,-0.1,1.2,1.1,.091,-4.6,2.1,-2.5,-0.1,
11,Sasha Pavlović,28,SF,45,7,527,6.7,.456,.453,.063,0.9,14.5,8.0,5.3,2.0,2.2,13.2,13.8,-0.6,1.0,0.4,.039,-4.4,2.1,-2.3,0.0,
12,Marquis Daniels,31,SG,38,0,484,8.1,.395,.070,.161,4.1,11.6,8.0,15.5,2.3,1.4,15.5,18.0,-0.8,0.9,0.1,.008,-4.5,1.4,-3.1,-0.1,
13,Chris Wilcox,29,C,28,4,481,12.4,.612,.000,.364,9.8,19.7,14.9,4.1,1.2,1.4,19.5,15.4,0.4,0.9,1.3,.132,-2.7,0.6,-2.1,0.0,
14,E'Twaun Moore,22,PG,38,0,331,8.8,.474,.398,.062,1.5,9.9,5.9,17.0,1.8,0.7,15.3,19.9,-0.3,0.5,0.2,.031,-3.3,0.9,-2.4,0.0,
15,JaJuan Johnson,22,PF,36,0,298,11.4,.456,.000,.074,8.3,14.4,11.5,3.6,0.9,3.6,10.1,22.4,-0.3,0.5,0.2,.032,-3.3,-0.6,-3.9,-0.1,
16,Ryan Hollins,27,C,15,1,160,6.8,.571,.000,.714,7.0,12.0,9.6,3.0,0.3,2.4,23.0,14.3,-0.1,0.2,0.1,.044,-6.2,-0.2,-6.3,-0.2,
17,Sean Williams,25,C,3,0,42,18.6,.606,.000,1.167,11.8,21.4,16.8,10.4,3.8,5.5,24.8,13.8,0.1,0.1,0.2,.226,-1.9,5.1,3.3,0.1,
