Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Joe Johnson,23,SF,82,82,3240,15.1,.556,.314,.153,4.2,9.5,7.0,13.2,1.2,0.5,10.5,19.0,5.8,1.7,7.6,.112,1.5,-0.6,0.9,2.4,
2,Shawn Marion,26,PF,81,81,3146,21.7,.556,.265,.213,8.4,22.0,15.5,7.5,2.6,2.5,8.1,21.3,7.3,5.2,12.5,.191,3.1,1.3,4.4,5.1,"MVP-14,DPOY-5,AS,NBA3"
3,Amar'e Stoudemire,22,C,80,80,2889,26.6,.617,.012,.595,8.5,17.4,13.2,7.7,1.3,3.0,10.1,28.3,11.3,3.3,14.6,.243,4.1,0.3,4.4,4.7,"MVP-9,AS,NBA2"
4,Quentin Richardson,24,SG,79,78,2839,13.6,.522,.604,.176,3.6,13.9,9.0,7.9,1.7,0.6,8.3,18.9,3.3,2.5,5.8,.098,0.7,-0.2,0.5,1.8,
5,Steve Nash,30,PG,75,75,2573,22.0,.606,.254,.278,2.5,7.6,5.2,49.2,1.4,0.2,20.3,20.5,9.7,1.2,10.9,.203,5.5,-0.8,4.7,4.4,"MVP-1,AS,NBA1"
6,Leandro Barbosa,22,PG,63,6,1087,12.8,.575,.393,.195,3.3,9.2,6.4,16.7,1.4,0.4,18.5,18.9,1.2,0.6,1.8,.081,-0.9,-0.6,-1.5,0.1,
7,Steven Hunter,23,C,76,3,1046,14.7,.596,.005,.741,10.5,12.6,11.6,1.7,0.2,6.4,13.1,14.0,1.7,1.0,2.6,.121,-1.6,0.7,-0.9,0.3,
8,Jim Jackson,34,SF,40,3,997,11.4,.568,.495,.084,2.6,13.4,8.3,13.6,0.6,0.3,16.0,16.2,1.1,0.6,1.6,.079,-0.3,-0.9,-1.2,0.2,6MOY-10
9,Casey Jacobsen,23,SF,40,0,768,8.4,.575,.567,.395,2.5,6.6,4.7,6.3,0.7,0.1,12.8,12.0,0.9,0.2,1.1,.067,-1.3,-0.5,-1.9,0.0,
10,Jake Voskuhl,27,C,38,1,360,8.7,.528,.000,.644,9.4,17.5,13.7,6.1,0.6,2.0,20.9,11.6,0.2,0.3,0.6,.075,-3.7,0.5,-3.2,-0.1,
11,Walter McCarty,30,PF,28,0,353,6.9,.538,.765,.165,2.5,15.3,9.2,4.1,1.4,1.1,17.2,13.6,0.0,0.3,0.3,.042,-3.3,-0.1,-3.4,-0.1,
12,Bo Outlaw,33,PF,39,0,214,8.1,.382,.000,.265,8.4,17.6,13.2,7.7,1.4,3.7,17.4,9.4,0.0,0.3,0.2,.053,-3.3,2.2,-1.2,0.0,
13,Maciej Lampe,19,C,16,0,119,5.0,.405,.061,.245,8.5,19.7,14.4,1.2,0.4,1.1,15.6,23.6,-0.3,0.1,-0.2,-0.070,-7.7,-3.0,-10.7,-0.3,
14,Jackson Vroman,23,PF,10,1,57,8.2,.419,.000,.438,9.9,14.3,12.2,16.6,2.6,2.3,26.8,20.0,-0.1,0.1,0.0,-0.021,-4.5,2.4,-2.1,0.0,
15,Smush Parker,23,PG,5,0,34,4.3,.500,.267,.000,6.6,3.0,4.7,18.3,2.9,0.0,37.5,30.8,-0.2,0.0,-0.2,-0.218,-6.0,-2.2,-8.1,0.0,
16,Paul Shirley,27,PF,9,0,30,9.9,.470,.000,.364,3.7,3.4,3.6,14.7,0.0,0.0,7.3,20.0,0.0,0.0,0.0,.031,-3.2,-3.0,-6.2,0.0,
17,Yuta Tabuse,24,PG,4,0,17,15.6,.451,.167,.667,13.2,12.0,12.6,22.4,0.0,0.0,11.4,22.5,0.0,0.0,0.0,.129,2.0,-1.9,0.1,0.0,
18,Žarko Čabarkapa,23,PF,3,0,11,32.4,.605,.000,.143,20.5,9.3,14.6,0.0,0.0,0.0,0.0,29.5,0.1,0.0,0.1,.271,10.5,-3.9,6.6,0.0,
