Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Tony Parker,22,PG,80,80,2735,18.0,.528,.140,.289,2.0,10.7,6.4,33.2,1.9,0.1,14.6,25.1,3.6,4.5,8.1,.141,1.4,0.6,2.0,2.8,
2,Bruce Bowen,33,SF,82,82,2627,9.5,.521,.423,.187,2.2,10.5,6.3,7.5,1.1,1.1,8.1,12.5,2.1,4.0,6.1,.111,-1.4,1.2,-0.1,1.2,DPOY-2
3,Tim Duncan,28,PF,66,66,2203,27.0,.540,.009,.437,10.7,28.2,19.4,16.1,1.1,5.7,9.3,28.9,5.5,5.7,11.2,.245,4.8,2.8,7.6,5.4,"MVP-4,DPOY-4,AS,NBA1"
4,Manu Ginóbili,27,SG,74,74,2193,22.3,.609,.331,.567,4.0,13.6,8.8,23.0,2.9,0.9,15.0,24.3,6.4,4.6,11.0,.240,4.1,2.8,6.9,4.9,"DPOY-18,AS"
5,Rasho Nesterović,28,C,70,70,1785,12.0,.463,.000,.070,12.0,18.0,15.0,6.3,0.9,4.7,14.1,13.5,0.5,3.8,4.2,.114,-2.7,1.9,-0.7,0.6,
6,Brent Barry,33,SG,81,8,1742,14.0,.580,.610,.294,1.9,10.8,6.4,16.3,1.2,0.8,11.0,15.6,3.5,2.7,6.1,.168,1.1,1.3,2.4,1.9,
7,Robert Horry,34,PF,75,16,1396,14.9,.533,.368,.291,7.6,14.8,11.2,9.2,2.6,3.1,14.0,16.4,1.4,3.1,4.6,.157,0.2,2.8,3.0,1.8,
8,Devin Brown,26,SG,67,0,1238,14.6,.530,.296,.318,3.5,13.1,8.3,12.4,1.7,0.7,10.2,19.5,1.6,2.1,3.7,.145,0.2,1.1,1.3,1.0,
9,Beno Udrih,22,PG,80,2,1149,14.3,.549,.364,.228,1.6,6.8,4.2,22.2,1.9,0.6,15.2,20.5,1.3,1.8,3.1,.128,0.1,0.8,0.9,0.9,
10,Malik Rose,30,PF,50,1,862,14.0,.510,.015,.371,12.9,17.9,15.4,8.0,1.9,0.8,15.3,19.8,0.6,1.7,2.3,.130,-2.2,0.8,-1.4,0.1,
11,Tony Massenburg,37,PF,61,6,699,8.5,.467,.000,.346,9.0,18.3,13.6,3.2,1.4,2.1,16.0,16.6,-0.3,1.4,1.1,.078,-6.0,0.7,-5.4,-0.6,
12,Nazr Mohammed,27,C,23,5,414,14.2,.426,.000,.394,22.0,19.5,20.8,3.2,0.7,5.8,13.9,21.8,-0.1,0.9,0.8,.095,-3.9,-0.8,-4.7,-0.3,
13,Mike Wilks,25,PG,48,0,278,11.0,.482,.208,.208,1.7,8.8,5.3,19.1,2.7,0.3,14.3,16.4,0.1,0.5,0.6,.099,-3.2,2.1,-1.1,0.1,
14,Sean Marks,29,PF,23,0,244,8.7,.412,.038,.350,8.6,18.2,13.4,5.2,0.7,3.3,13.2,20.3,-0.3,0.5,0.2,.038,-5.9,-0.1,-6.0,-0.2,
15,Glenn Robinson,32,SF,9,0,157,17.2,.517,.078,.299,3.0,14.9,8.9,9.8,1.4,1.4,7.4,27.9,0.2,0.3,0.5,.147,0.1,0.6,0.7,0.1,
16,Dion Glover,26,SG,7,0,68,14.0,.473,.364,.455,5.2,13.8,9.5,9.5,2.4,3.2,7.0,19.4,0.1,0.1,0.2,.150,-0.5,3.0,2.4,0.1,
17,Linton Johnson,24,SF,2,0,15,-3.4,.000,.500,.000,0.0,23.4,11.7,0.0,3.6,0.0,33.3,9.3,-0.1,0.0,0.0,-0.122,-10.8,0.9,-9.9,0.0,
