Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Anthony Mason,29,SF,82,82,3457,15.8,.610,.000,.519,7.8,18.1,13.1,16.7,1.1,0.8,17.7,16.1,6.3,5.0,11.3,.157,1.0,0.9,1.9,3.4,
2,Derek Harper,34,PG,82,82,2893,13.9,.558,.346,.219,1.3,6.8,4.1,20.1,2.4,0.1,14.7,19.4,2.6,3.7,6.3,.105,-0.2,0.7,0.5,1.8,
3,Patrick Ewing,33,C,76,76,2783,20.9,.516,.019,.317,6.9,26.9,17.1,11.2,1.3,5.1,11.8,31.5,0.6,6.1,6.8,.116,0.3,1.3,1.6,2.5,AS
4,John Starks,30,SG,81,71,2491,14.2,.555,.468,.206,1.5,9.5,5.6,20.8,2.2,0.3,14.5,20.2,2.3,3.4,5.7,.110,0.2,0.8,1.0,1.9,
5,Charles Oakley,32,PF,53,51,1775,15.1,.559,.058,.469,11.1,19.3,15.3,12.1,1.7,0.6,16.1,16.9,2.6,3.0,5.6,.150,-0.1,1.0,0.9,1.3,
6,Hubert Davis,25,SG,74,14,1773,14.8,.633,.472,.228,2.4,5.7,4.1,9.6,0.9,0.3,9.2,18.0,4.0,1.6,5.6,.151,2.3,-0.6,1.7,1.7,
7,Charles Smith,30,PF,41,4,890,9.1,.446,.051,.350,8.1,13.1,10.6,5.2,1.1,4.4,15.2,21.0,-1.2,1.4,0.2,.013,-5.2,0.6,-4.7,-0.6,
8,Charlie Ward,25,PG,62,1,787,12.0,.505,.454,.248,4.5,10.7,7.7,25.9,3.6,0.6,24.6,19.0,-0.4,1.4,1.0,.064,-2.2,2.1,0.0,0.4,
9,J.R. Reid,27,PF,33,16,670,12.6,.594,.000,.344,6.9,16.2,11.7,6.7,1.4,0.8,14.0,14.9,0.9,1.0,1.8,.133,-2.4,0.5,-1.9,0.0,
10,Gary Grant,30,PG,47,1,596,13.5,.562,.133,.320,2.5,7.7,5.2,19.0,3.5,0.4,17.9,19.7,0.4,1.0,1.4,.110,-2.6,2.3,-0.4,0.2,
11,Herb Williams,37,PF,43,2,540,7.9,.432,.028,.139,3.2,14.5,9.0,7.7,1.3,4.4,12.6,15.1,-0.5,0.9,0.4,.033,-5.3,1.8,-3.4,-0.2,
12,Willie Anderson,29,SG,27,2,496,9.2,.464,.188,.233,3.2,10.9,7.2,15.0,1.8,1.2,14.1,16.0,-0.2,0.7,0.5,.052,-3.6,1.2,-2.4,-0.1,
13,Brad Lohaus,31,PF,23,7,325,10.2,.563,.722,.025,0.8,10.3,5.6,12.6,1.3,2.4,12.1,13.0,0.3,0.4,0.7,.104,-0.2,1.6,1.5,0.3,
14,Doug Christie,25,SF,23,0,218,14.1,.562,.260,.301,4.5,13.7,9.2,19.2,2.9,1.1,18.7,21.7,0.1,0.4,0.5,.108,-1.5,2.2,0.7,0.1,
15,Monty Williams,24,SF,14,0,62,7.9,.372,.000,.364,17.7,14.9,16.2,10.0,1.7,0.0,16.4,22.9,-0.1,0.1,0.0,-0.025,-5.3,-1.4,-6.8,-0.1,
16,Ron Grandison,31,PF,6,0,57,16.6,.510,.000,.400,10.7,16.2,13.5,5.5,3.7,1.3,5.4,15.2,0.1,0.1,0.2,.170,-0.5,2.1,1.7,0.1,
17,Matt Fish,26,C,2,1,17,27.4,.575,.000,.100,21.5,0.0,10.4,14.6,0.0,4.5,0.0,28.6,0.1,0.0,0.1,.220,4.5,-1.8,2.7,0.0,
