Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Jerry Stackhouse,25,SG,82,82,3148,18.9,.545,.199,.524,4.3,7.2,5.8,20.3,1.6,0.8,14.9,29.2,5.7,1.6,7.3,.111,2.8,-1.7,1.0,2.4,AS
2,Lindsey Hunter,29,PG,82,82,2919,13.2,.543,.436,.173,1.4,8.5,5.0,17.6,2.2,0.5,13.1,16.6,3.6,2.0,5.6,.093,0.6,0.2,0.7,2.0,
3,Grant Hill,27,SF,74,74,2776,24.5,.565,.069,.425,4.1,16.4,10.2,26.8,1.9,1.1,12.4,30.5,8.1,2.6,10.7,.185,5.4,0.1,5.4,5.2,"MVP-8,AS,NBA2"
4,Christian Laettner,30,C,82,82,2443,14.8,.539,.030,.365,8.3,17.9,13.1,12.4,1.7,1.3,16.7,20.1,2.7,2.4,5.1,.100,-0.8,0.0,-0.8,0.7,
5,Jerome Williams,26,PF,82,1,2102,17.9,.593,.007,.623,15.3,28.2,21.7,5.0,2.3,0.7,15.3,14.3,4.6,3.0,7.6,.174,1.7,-0.5,1.2,1.7,6MOY-5
6,Terry Mills,32,PF,82,78,1842,11.0,.545,.496,.070,3.1,21.3,12.3,7.1,1.0,0.9,8.4,13.1,2.1,1.7,3.8,.099,-0.4,0.1,-0.3,0.8,
7,Michael Curry,31,SG,82,3,1611,8.6,.559,.013,.443,1.5,6.0,3.7,8.3,1.0,0.2,13.9,14.3,1.6,0.5,2.0,.060,-3.2,-0.8,-4.0,-0.8,
8,John Crotty,30,PG,69,0,937,12.5,.557,.319,.371,2.1,7.2,4.6,20.9,1.4,0.4,15.6,16.2,1.5,0.4,1.9,.099,-0.2,-0.8,-0.9,0.2,
9,Jud Buechler,31,SF,58,5,657,8.2,.409,.532,.045,5.3,10.7,8.0,7.3,1.9,1.8,7.6,11.5,0.0,0.5,0.5,.037,-1.2,0.5,-0.7,0.2,
10,Mikki Moore,24,C,29,0,488,19.6,.671,.000,.486,10.5,16.1,13.3,5.9,0.9,4.6,11.9,17.4,1.7,0.5,2.2,.218,0.3,0.5,0.7,0.3,
11,Eric Montross,28,C,51,0,332,0.2,.332,.000,.218,6.3,18.8,12.6,2.9,0.9,2.0,26.7,10.9,-0.7,0.3,-0.4,-0.058,-8.8,-0.5,-9.3,-0.6,
12,Loy Vaught,31,PF,43,0,292,8.5,.390,.034,.180,10.3,25.7,18.0,5.7,1.0,1.0,10.3,16.1,-0.2,0.3,0.2,.026,-3.9,-1.6,-5.5,-0.3,
13,Don Reid,26,PF,21,3,165,4.1,.478,.000,.176,3.5,14.0,8.8,0.9,1.5,5.3,23.1,12.7,-0.2,0.2,0.0,-0.006,-8.0,1.8,-6.2,-0.2,
14,Jermaine Jackson,23,SG,7,0,73,-1.5,.241,.091,.727,1.6,15.8,8.7,7.3,2.1,0.0,32.5,13.0,-0.3,0.1,-0.2,-0.150,-8.6,-0.3,-8.9,-0.1,
15,Marcus Brown,25,SG,6,0,45,1.1,.336,.500,.143,7.7,10.3,9.0,9.8,0.0,0.0,16.8,17.5,-0.1,0.0,-0.1,-0.095,-6.7,-2.6,-9.3,-0.1,
