Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Mike Mitchell,29,SF,82,82,2853,16.5,.533,.015,.222,5.9,10.5,8.3,8.0,1.0,0.5,7.8,26.0,4.4,1.6,6.0,.101,1.1,-2.2,-1.1,0.6,
2,Artis Gilmore,35,C,81,81,2756,20.3,.680,.002,.756,9.8,24.5,17.4,6.4,0.7,3.5,17.5,20.0,7.1,3.3,10.5,.183,2.0,0.2,2.2,2.9,
3,Johnny Moore,26,PG,82,82,2689,18.3,.513,.098,.273,4.1,11.6,7.9,38.9,3.9,0.4,18.8,18.7,3.7,3.5,7.2,.128,2.1,1.5,3.7,3.9,
4,Gene Banks,25,SF,82,41,2091,14.5,.642,.006,.521,7.4,16.4,12.0,14.0,1.4,0.3,18.8,14.3,3.9,1.8,5.6,.130,1.0,0.2,1.2,1.7,
5,George Gervin,32,SG,72,69,2091,18.5,.564,.008,.325,4.4,8.1,6.3,13.1,1.5,1.3,12.8,29.7,3.2,1.4,4.6,.106,1.3,-1.6,-0.3,0.9,AS
6,Alvin Robertson,22,SG,79,9,1685,15.3,.538,.018,.282,8.0,9.7,8.9,21.5,3.5,0.8,19.8,20.0,1.1,2.0,3.1,.087,-0.2,1.1,0.9,1.2,
7,John Paxson,24,PG,78,1,1259,12.6,.566,.088,.260,1.8,4.3,3.1,21.9,1.7,0.1,15.9,16.2,1.7,0.6,2.3,.088,-0.5,-0.9,-1.3,0.2,
8,Marc Iavaroni,28,PF,57,33,1178,9.6,.506,.012,.378,8.3,17.8,13.2,11.9,1.2,1.5,21.5,16.3,-0.3,1.1,0.9,.036,-3.2,0.0,-3.2,-0.4,
9,Ozell Jones,24,C,67,6,888,11.4,.566,.006,.461,8.5,21.4,15.2,7.7,1.6,3.6,22.0,12.5,0.1,1.2,1.3,.073,-2.3,1.5,-0.8,0.3,
10,Jeff Cook,28,PF,54,2,848,10.0,.562,.000,.213,11.1,16.7,14.0,5.6,1.4,0.9,14.4,10.5,1.0,0.8,1.8,.100,-2.1,-0.3,-2.4,-0.1,
11,Billy Knight,32,SF,52,1,611,12.2,.501,.084,.200,7.6,10.1,8.9,13.2,1.1,0.1,15.5,24.1,0.0,0.3,0.3,.027,-1.0,-2.8,-3.8,-0.3,
12,Edgar Jones,28,PF,18,1,322,11.5,.569,.011,.560,5.8,15.7,10.9,7.0,1.3,3.1,19.8,17.6,0.1,0.3,0.5,.072,-2.7,0.6,-2.1,0.0,
13,Fred Roberts,24,PF,22,0,305,9.7,.510,.000,.388,3.8,9.0,6.5,9.1,1.5,2.2,15.5,17.8,0.0,0.2,0.3,.043,-2.6,0.1,-2.5,-0.1,
14,Ron Brewer,29,SG,9,0,81,6.9,.445,.000,.206,1.4,2.7,2.1,9.6,0.6,0.7,9.7,20.3,0.0,0.0,0.0,-0.008,-4.2,-2.5,-6.7,-0.1,
15,Mark McNamara,25,C,12,0,63,16.0,.637,.000,1.000,13.0,17.4,15.3,0.0,1.5,0.9,18.8,20.3,0.1,0.1,0.1,.092,-0.2,-2.5,-2.7,0.0,
16,David Thirdkill,24,SF,2,2,52,11.1,.550,.000,.545,11.2,4.2,7.6,6.9,1.8,1.1,12.8,12.0,0.1,0.0,0.1,.103,-0.9,-0.9,-1.8,0.0,
17,Linton Townes,25,SF,1,0,8,-11.4,.145,.000,.333,14.6,0.0,7.1,0.0,0.0,0.0,0.0,34.5,-0.1,0.0,-0.1,-0.403,-16.6,-13.3,-29.9,-0.1,
