Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Carmelo Anthony,32,SF,74,74,2538,17.9,.535,.303,.263,2.6,16.0,9.3,14.5,1.2,1.1,9.0,29.1,3.2,1.5,4.7,.089,2.3,-1.6,0.7,1.7,AS
2,Courtney Lee,31,SG,77,74,2459,12.2,.559,.382,.139,2.3,9.0,5.7,10.6,1.6,0.8,8.5,14.4,3.1,1.1,4.2,.081,-0.7,-0.2,-0.9,0.7,
3,Kristaps Porziņģis,21,PF,66,65,2164,17.4,.546,.319,.256,5.5,18.2,11.8,7.3,1.1,4.9,9.7,24.3,2.4,2.1,4.5,.100,0.7,-0.3,0.3,1.3,
4,Derrick Rose,28,PG,64,64,2082,17.0,.530,.061,.259,3.4,9.3,6.4,22.8,1.1,0.7,11.9,25.7,2.4,0.6,3.0,.068,1.0,-2.0,-1.0,0.5,
5,Justin Holiday,27,SG,82,4,1639,12.7,.549,.507,.149,1.8,13.1,7.4,9.2,2.0,1.5,10.3,16.9,1.3,1.2,2.5,.073,-0.5,0.2,-0.3,0.7,
6,Brandon Jennings,27,PG,58,11,1428,12.7,.508,.466,.315,1.6,9.9,5.7,28.6,1.9,0.2,17.8,18.1,0.8,0.7,1.5,.052,-0.8,-1.2,-2.0,0.0,
7,Willy Hernangómez,22,C,72,22,1324,19.0,.564,.032,.269,13.8,27.1,20.4,11.5,1.5,2.2,16.1,20.3,1.8,1.6,3.4,.123,0.3,-0.5,-0.3,0.6,ROY-5
8,Kyle O'Quinn,26,C,79,8,1229,20.5,.552,.041,.201,13.7,24.8,19.2,14.8,1.5,6.9,14.5,18.5,2.1,1.8,3.9,.151,0.2,1.7,1.9,1.2,
9,Mindaugas Kuzminskas,27,SF,68,5,1016,12.4,.533,.455,.184,5.0,8.4,6.7,10.3,1.4,0.9,11.3,19.2,0.8,0.4,1.2,.055,-0.6,-1.4,-1.9,0.0,
10,Joakim Noah,31,C,46,46,1015,15.2,.491,.005,.386,17.1,25.6,21.4,14.1,1.5,3.0,19.7,12.6,1.0,1.2,2.2,.106,-0.9,0.4,-0.5,0.4,
11,Lance Thomas,28,PF,46,15,968,8.4,.516,.348,.209,3.5,12.3,7.9,5.0,1.1,0.4,8.6,13.1,0.6,0.4,0.9,.046,-2.4,-1.1,-3.5,-0.4,
12,Ron Baker,23,SG,52,13,857,7.5,.456,.396,.198,1.5,10.8,6.2,17.3,2.0,0.8,19.2,14.8,-0.6,0.5,-0.1,-0.008,-4.5,-0.3,-4.7,-0.6,
13,Sasha Vujačić,32,SG,42,4,408,8.6,.423,.544,.176,3.2,12.4,7.8,17.9,1.6,0.4,9.8,17.3,-0.1,0.2,0.1,.014,-2.7,-0.5,-3.2,-0.1,
14,Maurice Ndour,24,PF,32,4,331,11.3,.503,.081,.302,7.1,13.7,10.4,3.5,2.3,2.0,11.0,14.3,0.1,0.3,0.4,.059,-2.9,0.1,-2.8,-0.1,
15,Chasson Randle,23,PG,18,0,225,12.3,.555,.444,.431,2.9,10.1,6.5,18.0,1.3,0.4,15.7,19.6,0.3,0.1,0.4,.075,-2.0,-1.3,-3.2,-0.1,
16,Marshall Plumlee,24,C,21,1,170,10.9,.521,.000,.633,14.5,17.8,16.2,8.1,1.2,1.9,23.8,12.8,0.0,0.1,0.2,.048,-3.6,-1.0,-4.6,-0.1,
