Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Jermaine O'Neal,24,PF,77,76,2864,21.4,.539,.017,.405,8.1,22.8,15.6,10.4,1.2,4.5,10.8,26.2,5.3,5.2,10.5,.177,2.0,0.9,2.9,3.5,"AS,NBA3"
2,Al Harrington,22,SF,82,37,2467,12.4,.493,.051,.306,7.4,15.7,11.6,8.8,1.5,1.0,13.8,21.6,0.7,3.2,3.9,.075,-2.3,-0.5,-2.8,-0.5,6MOY-8
3,Metta World Peace,23,SF,69,67,2317,17.6,.529,.249,.439,5.0,12.4,8.8,14.9,3.6,1.6,12.6,22.5,3.2,4.1,7.2,.150,0.9,2.3,3.2,3.1,DPOY-2
4,Brad Miller,26,C,73,72,2270,19.3,.579,.024,.535,9.4,20.2,14.9,14.5,1.5,1.4,12.5,18.7,6.1,3.4,9.6,.202,2.2,0.8,3.0,2.9,AS
5,Jamaal Tinsley,24,PG,73,69,2237,13.4,.468,.299,.201,3.0,9.9,6.5,38.7,2.9,0.6,24.1,16.1,0.6,3.1,3.7,.079,-0.8,0.8,0.0,1.1,
6,Reggie Miller,37,SG,70,70,2117,15.9,.597,.499,.361,1.1,7.8,4.6,13.4,1.5,0.1,8.2,17.2,5.6,1.8,7.4,.168,2.2,0.1,2.3,2.3,
7,Ron Mercer,26,SG,72,3,1671,9.3,.439,.027,.136,2.2,8.0,5.2,11.5,1.5,0.6,7.9,18.6,-0.3,1.6,1.3,.037,-3.3,-0.3,-3.6,-0.6,
8,Erick Strickland,29,SG,71,10,1275,13.5,.547,.421,.229,2.1,10.5,6.4,27.2,1.6,0.4,19.0,18.3,1.4,1.3,2.7,.101,0.3,-0.1,0.2,0.7,
9,Jonathan Bender,22,SF,46,2,819,13.3,.521,.209,.331,5.9,12.2,9.1,8.6,0.5,5.0,12.6,18.4,0.7,1.0,1.7,.099,-0.9,0.7,-0.3,0.4,
10,Jeff Foster,26,C,77,2,802,12.0,.394,.011,.354,16.9,22.0,19.5,9.8,1.8,1.9,14.2,13.5,0.2,1.4,1.6,.098,-2.0,0.2,-1.8,0.0,
11,Austin Croshere,27,PF,49,0,633,16.1,.530,.330,.311,7.3,19.9,13.7,14.9,0.5,1.5,10.5,18.9,1.2,0.8,2.0,.151,1.7,0.0,1.7,0.6,
12,Tim Hardaway,36,PG,10,0,127,14.7,.483,.633,.082,0.9,12.1,6.6,32.1,3.7,0.0,17.8,22.0,0.0,0.2,0.2,.081,-0.1,1.1,1.0,0.1,
13,Fred Jones,23,SG,19,1,115,5.5,.446,.292,.167,4.0,4.8,4.4,6.7,2.7,0.6,18.9,12.5,-0.1,0.1,0.0,.019,-4.8,1.1,-3.7,0.0,
14,Primož Brezec,23,C,22,1,111,10.9,.449,.026,.526,13.5,9.9,11.6,6.0,0.9,2.6,13.0,21.9,0.0,0.1,0.1,.047,-3.7,-1.8,-5.5,-0.1,
15,Jamison Brewer,22,PG,10,0,80,13.4,.525,.118,.529,7.2,5.5,6.3,36.4,1.3,0.9,22.3,15.2,0.1,0.1,0.2,.106,-0.6,-0.3,-0.9,0.0,
