Rk,Player,Age,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
1,Khris Middleton,24,SG,79,79,2852,16.8,.560,.316,.273,1.8,10.2,6.0,18.9,2.3,0.6,12.3,23.0,4.3,1.8,6.1,.103,1.2,-0.5,0.6,1.9,
2,Giannis Antetokounmpo,21,PG,80,79,2823,18.8,.566,.108,.404,4.6,20.0,12.4,20.0,1.7,3.4,14.8,22.3,4.2,2.9,7.1,.121,1.3,0.7,2.1,2.9,
3,Jabari Parker,20,PF,76,72,2408,14.8,.535,.039,.254,5.9,12.8,9.4,8.9,1.5,1.0,10.4,20.9,2.4,1.2,3.6,.072,-0.4,-1.6,-2.0,0.0,
4,Greg Monroe,25,C,79,67,2314,21.8,.562,.001,.327,10.9,23.4,17.2,13.2,1.6,2.5,10.7,23.5,5.0,2.4,7.5,.155,2.7,-0.6,2.1,2.4,
5,Michael Carter-Williams,24,PG,54,37,1649,13.9,.497,.099,.292,3.4,15.7,9.6,26.6,2.5,2.1,19.6,21.3,-0.4,1.6,1.2,.035,-1.4,0.6,-0.7,0.5,
6,Jerryd Bayless,27,SG,52,18,1505,12.4,.568,.529,.206,1.6,9.0,5.4,16.2,1.6,0.6,13.3,16.4,1.8,0.6,2.4,.075,0.2,-1.0,-0.8,0.4,
7,O.J. Mayo,28,SG,41,24,1090,7.7,.474,.505,.125,1.4,9.6,5.5,15.8,2.2,0.6,17.5,17.0,-0.7,0.6,-0.1,-0.005,-3.8,-0.2,-4.0,-0.6,
8,Rashad Vaughn,19,SG,70,6,1001,4.2,.398,.553,.056,1.3,8.7,5.0,5.5,1.5,1.4,9.3,13.5,-1.2,0.4,-0.8,-0.036,-4.4,-1.3,-5.7,-0.9,
9,John Henson,25,C,57,1,960,18.6,.580,.003,.402,10.4,15.8,13.2,9.0,1.0,9.7,15.7,19.1,1.2,1.1,2.3,.117,-1.2,1.3,0.2,0.5,
10,Miles Plumlee,27,C,61,14,870,17.4,.606,.000,.253,12.5,18.0,15.2,2.9,1.2,4.9,13.4,15.5,1.4,0.8,2.2,.124,-0.2,-1.3,-1.5,0.1,
11,Johnny O'Bryant,22,PF,66,4,857,7.4,.441,.005,.191,8.7,14.7,11.7,5.4,1.1,0.8,12.0,13.5,-0.2,0.4,0.3,.014,-4.2,-1.7,-5.9,-0.8,
12,Tyler Ennis,21,PG,46,7,654,10.7,.510,.209,.182,2.3,10.7,6.6,21.9,1.9,0.1,18.6,17.1,0.1,0.3,0.4,.030,-3.1,-1.1,-4.3,-0.4,
13,Greivis Vásquez,29,PG,23,0,460,7.4,.435,.529,.188,1.3,10.3,5.8,28.5,1.1,0.0,21.1,18.5,-0.4,0.1,-0.3,-0.033,-3.4,-2.9,-6.2,-0.5,
14,Damien Inglis,20,SF,20,1,156,6.7,.444,.351,.216,1.5,21.1,11.4,9.0,2.0,1.6,21.4,14.9,-0.2,0.2,-0.1,-0.024,-4.9,-0.6,-5.6,-0.1,
15,Chris Copeland,31,PF,24,1,156,5.4,.462,.706,.137,0.7,6.5,3.7,10.3,0.7,0.0,10.0,17.3,-0.1,0.0,-0.1,-0.017,-3.3,-3.1,-6.4,-0.2,
16,Jared Cunningham,24,SG,4,0,55,5.8,.468,.500,.500,0.0,18.5,9.3,2.5,1.9,0.0,14.9,16.4,-0.1,0.0,0.0,-0.012,-5.3,-1.5,-6.8,-0.1,
17,Steve Novak,32,PF,3,0,20,6.7,.543,1.000,.167,0.0,5.7,2.9,0.0,0.0,0.0,0.0,14.5,0.0,0.0,0.0,.050,-0.2,-3.5,-3.6,0.0,
